recipe_id,recipe_name,meal_type,serves,section,sec,item,ingredient_line,parsed_name,computed_grams,how,why_flagged,qty_source,corrected_grams,exclude_from_nutrition,note,FULL_RECIPE_for_context
d6d7f6df-6148-41fd-997e-9d9870bab66a,Double Roast Chicken with Chicken Fat Rice,dinner,8,Salad,2,2,"Spring onion, sliced",Spring onion,15,bare → 1 × 15 g (spring onion),very small (~15g) — check it is not a portion,estimated,,,,"[Roast Chicken] 2 whole chickens · [Roast Chicken] Olive oil · [Roast Chicken] Salt · [Chicken Fat Rice] 250g jasmine rice · [Chicken Fat Rice] 300ml water · [Chicken Fat Rice] Chicken jus (collected from roasting tray) · [Chicken Fat Rice] Salt, to taste · [Salad] Cucumber, sliced · [Salad] Fresh coriander · [Salad] Spring onion, sliced · [Thai Chilli Dipping Sauce] 2 shallots · [Thai Chilli Dipping Sauce] 1–3 Thai chillies (adjust to heat preference) · [Thai Chilli Dipping Sauce] 1 long red chilli · [Thai Chilli Dipping Sauce] 2 garlic cloves · [Thai Chilli Dipping Sauce] Coriander stalks · [Thai Chilli Dipping Sauce] 4 tbsp fish sauce · [Thai Chilli Dipping Sauce] 1 tbsp sugar · [Thai Chilli Dipping Sauce] Lime juice, to taste · [Thai Chilli Dipping Sauce] Toasted rice, ground (key ingredient — toast raw rice in a dry pan until golden, then grind)"
60029cd9-1b3c-4768-8038-acce64fb2c6b,Easy Chicken Traybake,dinner,4,main,0,10,"Olive oil, salt and pepper",Olive oil,56,bare → 14 g typical (olive oil) × 4 serves,estimated default (~56g),estimated,,,,"[main] 2 chicken legs · [main] 3–4 chicken thighs · [main] 3 tbsp Flora Salted (or butter) · [main] 500g baby potatoes · [main] 1 large white onion · [main] 2 lemons · [main] 2 bay leaves · [main] 200ml chicken stock · [main] 3 tbsp chopped parsley · [main] Tender stem broccoli to serve · [main] Olive oil, salt and pepper"
fe9d8ce6-f103-4387-97e8-22d0688a2e69,Easy Tuna Salad Mix,dinner,3,Main,0,6,Kewpie mayo,Kewpie mayo,45,bare → 15 g typical (kewpie) × 3 serves,estimated default (~45g),estimated,,,,"[Main] 1x 425g can tuna · [Main] 2 cucumbers, finely diced · [Main] 1 small red onion, finely diced · [Main] 3 celery stalks, finely diced · [Main] 1½ cups fresh parsley, roughly chopped · [Main] Juice of 1 large lemon · [Main] Kewpie mayo · [Main] Pinch of salt · [Main] Corn chips or bread rolls, to serve"
ba9751e7-8c6f-42cb-ba50-4af714beef32,GF Easy Pan Dumplings (Pan-Fried),dinner,4,Toppings,1,0,"Green onions, sliced",Green onions,15,bare → 1 × 15 g (green onion),plural name priced as 1 piece (15 g) — likely a portion,estimated,,,,"[Filling] 450g ground meat (beef, chicken, pork, or a mix) · [Filling] ½ cup green onions, finely sliced · [Filling] 2 tbsp coconut aminos · [Filling] 2 tsp sesame oil · [Filling] 1 tsp garlic powder · [Filling] 1 tsp ginger powder · [Filling] ⅓ cup broth of choice · [Filling] ½ tsp chilli flakes · [Filling] Black pepper, to taste · [Filling] Potato starch (for shaping and binding) · [Toppings] Green onions, sliced · [Toppings] Chilli oil · [Toppings] Sesame seeds"
ba9751e7-8c6f-42cb-ba50-4af714beef32,GF Easy Pan Dumplings (Pan-Fried),dinner,4,Toppings,1,2,Sesame seeds,Sesame seeds,40,bare → 10 g typical (seeds) × 4 serves,estimated default (~40g),estimated,,,,"[Filling] 450g ground meat (beef, chicken, pork, or a mix) · [Filling] ½ cup green onions, finely sliced · [Filling] 2 tbsp coconut aminos · [Filling] 2 tsp sesame oil · [Filling] 1 tsp garlic powder · [Filling] 1 tsp ginger powder · [Filling] ⅓ cup broth of choice · [Filling] ½ tsp chilli flakes · [Filling] Black pepper, to taste · [Filling] Potato starch (for shaping and binding) · [Toppings] Green onions, sliced · [Toppings] Chilli oil · [Toppings] Sesame seeds"
6af2694d-29f0-4a30-8c8f-1aca5dce9f5f,Garlic Miso Somen Noodles,dinner,2,Noodles and Toppings,0,0,somen noodles (or thin wheat noodles),somen noodles (or thin wheat noodles),360,bare → 180 g typical (noodle) × 2 serves,large (~360g) main/base,estimated,,,,"[Noodles and Toppings] somen noodles (or thin wheat noodles) · [Noodles and Toppings] oyster mushrooms, torn into pieces · [Noodles and Toppings] soft-boiled eggs · [Noodles and Toppings] fresh spinach · [Noodles and Toppings] Spring onion, finely chopped, for garnish · [Broth] 480 ml (2 cups) reserved noodle water or vegetable stock · [Broth] 1 tsp minced garlic · [Broth] 1 tbsp spring onion, finely chopped · [Broth] 1½ tbsp neutral cooking oil · [Broth] 1 tsp chilli powder (gochugaru or similar) · [Broth] 1 tbsp miso paste · [Broth] 1 tbsp soy sauce · [Broth] 1 tsp sugar · [Broth] 1 tbsp mirin"
6af2694d-29f0-4a30-8c8f-1aca5dce9f5f,Garlic Miso Somen Noodles,dinner,2,Noodles and Toppings,0,1,"oyster mushrooms, torn into pieces",oyster mushrooms,20,bare → 1 × 20 g (mushroom),plural name priced as 1 piece (20 g) — likely a portion,estimated,,,,"[Noodles and Toppings] somen noodles (or thin wheat noodles) · [Noodles and Toppings] oyster mushrooms, torn into pieces · [Noodles and Toppings] soft-boiled eggs · [Noodles and Toppings] fresh spinach · [Noodles and Toppings] Spring onion, finely chopped, for garnish · [Broth] 480 ml (2 cups) reserved noodle water or vegetable stock · [Broth] 1 tsp minced garlic · [Broth] 1 tbsp spring onion, finely chopped · [Broth] 1½ tbsp neutral cooking oil · [Broth] 1 tsp chilli powder (gochugaru or similar) · [Broth] 1 tbsp miso paste · [Broth] 1 tbsp soy sauce · [Broth] 1 tsp sugar · [Broth] 1 tbsp mirin"
6af2694d-29f0-4a30-8c8f-1aca5dce9f5f,Garlic Miso Somen Noodles,dinner,2,Noodles and Toppings,0,2,soft-boiled eggs,soft-boiled eggs,50,bare → 1 × 50 g (egg),plural name priced as 1 piece (50 g) — likely a portion,estimated,,,,"[Noodles and Toppings] somen noodles (or thin wheat noodles) · [Noodles and Toppings] oyster mushrooms, torn into pieces · [Noodles and Toppings] soft-boiled eggs · [Noodles and Toppings] fresh spinach · [Noodles and Toppings] Spring onion, finely chopped, for garnish · [Broth] 480 ml (2 cups) reserved noodle water or vegetable stock · [Broth] 1 tsp minced garlic · [Broth] 1 tbsp spring onion, finely chopped · [Broth] 1½ tbsp neutral cooking oil · [Broth] 1 tsp chilli powder (gochugaru or similar) · [Broth] 1 tbsp miso paste · [Broth] 1 tbsp soy sauce · [Broth] 1 tsp sugar · [Broth] 1 tbsp mirin"
6af2694d-29f0-4a30-8c8f-1aca5dce9f5f,Garlic Miso Somen Noodles,dinner,2,Noodles and Toppings,0,3,fresh spinach,fresh spinach,120,bare → 60 g typical (spinach) × 2 serves,medium (~120g),estimated,,,,"[Noodles and Toppings] somen noodles (or thin wheat noodles) · [Noodles and Toppings] oyster mushrooms, torn into pieces · [Noodles and Toppings] soft-boiled eggs · [Noodles and Toppings] fresh spinach · [Noodles and Toppings] Spring onion, finely chopped, for garnish · [Broth] 480 ml (2 cups) reserved noodle water or vegetable stock · [Broth] 1 tsp minced garlic · [Broth] 1 tbsp spring onion, finely chopped · [Broth] 1½ tbsp neutral cooking oil · [Broth] 1 tsp chilli powder (gochugaru or similar) · [Broth] 1 tbsp miso paste · [Broth] 1 tbsp soy sauce · [Broth] 1 tsp sugar · [Broth] 1 tbsp mirin"
c61aa325-75b8-4ff7-9f54-3c0e3603a8de,Golden Coconut Chicken Curry,dinner,4,To Serve,2,0,Rice,Rice,720,bare → 180 g typical (rice) × 4 serves,large (~720g) main/base,estimated,,,,"[Curry] 3 tbsp coconut oil (sub veg or canola oil) · [Curry] 3 star anise · [Curry] 1 cinnamon stick · [Curry] 1 onion, finely diced · [Curry] 500g chicken thigh fillets, cut into small 1cm / 1/3"" slices (sub breast) · [Curry] 1 tsp garlic, finely grated · [Curry] 1 tsp ginger, finely grated · [Curry] 3 tsp turmeric, finely grated (sub 1 1/2 tsp powder) · [Curry] 2 cups chicken stock/broth, low sodium · [Curry] 400g coconut cream (sub coconut milk) · [Curry] 1 large head broccoli, florets cut small (can use stem too - peel & dice), or other veg (4 heaped cups) · [Curry] 1 cup coriander/cilantro leaves, lightly packed, plus extra for garnish · [Spice Mix] 1 1/2 tsp cooking/kosher salt · [Spice Mix] 1 1/2 tsp garam masala · [Spice Mix] 1 1/2 tsp coriander · [Spice Mix] 1/2 tsp cumin · [Spice Mix] 1/2 tsp fennel powder (sub more garam masala) · [To Serve] Rice · [To Serve] Crispy fried shallots (store bought)"
50583118-7c20-4d18-bdda-0f34d5581cd0,Healthy Orange & Cashew Chicken,dinner,2,To Serve,2,2,"cucumber and carrot, peeled into ribbons",cucumber and carrot,60,bare → 1 × 60 g (carrot),estimated default (~60g),estimated,,,,"[Sauce] juice of 1 large orange and 1 tsp zest · [Sauce] 1 tsp garlic granules · [Sauce] 1 small tsp ginger puree · [Sauce] 1 tsp toasted sesame oil · [Sauce] 4 tbsp light soy sauce · [Sauce] 2 tbsp rice vinegar · [Sauce] 2 tbsp tomato puree · [Chicken] 300g diced chicken breast, cut into chunks · [Chicken] 2 spring onions · [Chicken] 1 tbsp corn flour · [Chicken] 1 tsp garlic granules · [Chicken] small handful cashews · [To Serve] 250g precooked brown rice · [To Serve] ½ medium avocado, sliced · [To Serve] cucumber and carrot, peeled into ribbons"
181ba336-7b6e-4714-82ab-4e5834fe0ec3,High-Protein Big Mac Pasta Skillet,dinner,4,Optional Toppings,2,0,Shredded lettuce,Shredded lettuce,120,bare → 30 g typical (lettuce) × 4 serves,medium (~120g),estimated,,,,"[Pasta & Beef] 8oz Kaizen lowcarb protein pasta (or any protein pasta) · [Pasta & Beef] 1 lb lean ground beef · [Pasta & Beef] 1/2 large onion, diced · [Pasta & Beef] Salt & pepper · [Pasta & Beef] 1 tsp onion powder · [Pasta & Beef] 1 tsp garlic powder · [Pasta & Beef] 1/2 tsp smoked paprika · [Pasta & Beef] 1/2 cup shredded cheddar · [Pasta & Beef] 1/2 cup Greek yogurt · [Big Mac Sauce] 1/4 cup mayo · [Big Mac Sauce] 1 tbsp yellow mustard · [Big Mac Sauce] 2 tbsp sugar-free ketchup · [Big Mac Sauce] 2 tbsp diced pickles · [Big Mac Sauce] 1 tbsp white vinegar · [Big Mac Sauce] 1/2 tsp garlic powder · [Big Mac Sauce] 1/2 tsp onion powder · [Big Mac Sauce] 1/4 tsp smoked paprika · [Big Mac Sauce] Pinch of salt · [Optional Toppings] Shredded lettuce · [Optional Toppings] Diced tomato, onion, and pickles · [Optional Toppings] Sesame seeds"
181ba336-7b6e-4714-82ab-4e5834fe0ec3,High-Protein Big Mac Pasta Skillet,dinner,4,Optional Toppings,2,1,"Diced tomato, onion, and pickles",Diced tomato,120,bare → 1 × 120 g (tomato),medium (~120g),estimated,,,,"[Pasta & Beef] 8oz Kaizen lowcarb protein pasta (or any protein pasta) · [Pasta & Beef] 1 lb lean ground beef · [Pasta & Beef] 1/2 large onion, diced · [Pasta & Beef] Salt & pepper · [Pasta & Beef] 1 tsp onion powder · [Pasta & Beef] 1 tsp garlic powder · [Pasta & Beef] 1/2 tsp smoked paprika · [Pasta & Beef] 1/2 cup shredded cheddar · [Pasta & Beef] 1/2 cup Greek yogurt · [Big Mac Sauce] 1/4 cup mayo · [Big Mac Sauce] 1 tbsp yellow mustard · [Big Mac Sauce] 2 tbsp sugar-free ketchup · [Big Mac Sauce] 2 tbsp diced pickles · [Big Mac Sauce] 1 tbsp white vinegar · [Big Mac Sauce] 1/2 tsp garlic powder · [Big Mac Sauce] 1/2 tsp onion powder · [Big Mac Sauce] 1/4 tsp smoked paprika · [Big Mac Sauce] Pinch of salt · [Optional Toppings] Shredded lettuce · [Optional Toppings] Diced tomato, onion, and pickles · [Optional Toppings] Sesame seeds"
181ba336-7b6e-4714-82ab-4e5834fe0ec3,High-Protein Big Mac Pasta Skillet,dinner,4,Optional Toppings,2,2,Sesame seeds,Sesame seeds,40,bare → 10 g typical (seeds) × 4 serves,estimated default (~40g),estimated,,,,"[Pasta & Beef] 8oz Kaizen lowcarb protein pasta (or any protein pasta) · [Pasta & Beef] 1 lb lean ground beef · [Pasta & Beef] 1/2 large onion, diced · [Pasta & Beef] Salt & pepper · [Pasta & Beef] 1 tsp onion powder · [Pasta & Beef] 1 tsp garlic powder · [Pasta & Beef] 1/2 tsp smoked paprika · [Pasta & Beef] 1/2 cup shredded cheddar · [Pasta & Beef] 1/2 cup Greek yogurt · [Big Mac Sauce] 1/4 cup mayo · [Big Mac Sauce] 1 tbsp yellow mustard · [Big Mac Sauce] 2 tbsp sugar-free ketchup · [Big Mac Sauce] 2 tbsp diced pickles · [Big Mac Sauce] 1 tbsp white vinegar · [Big Mac Sauce] 1/2 tsp garlic powder · [Big Mac Sauce] 1/2 tsp onion powder · [Big Mac Sauce] 1/4 tsp smoked paprika · [Big Mac Sauce] Pinch of salt · [Optional Toppings] Shredded lettuce · [Optional Toppings] Diced tomato, onion, and pickles · [Optional Toppings] Sesame seeds"
ef1d615c-1913-4e87-8c87-7400661f02cc,Honey Sesame Salmon Bowl,dinner,2,Main,0,7,Sriracha + kewpie mayo (for sauce),Sriracha + kewpie mayo (for sauce),30,bare → 15 g typical (sriracha) × 2 serves,estimated default (~30g),estimated,,,,"[Main] 2 salmon fillets (cubed) · [Main] 1 tbsp sesame oil · [Main] 1 tbsp soy sauce · [Main] 1 tbsp honey · [Main] 1 tsp paprika · [Main] Steamed rice · [Main] Green onions for garnish · [Main] Sriracha + kewpie mayo (for sauce) · [Main] Optional: cucumber, avocado, edamame"
d5550452-8d4d-4289-80c5-7a7872a69c61,Miso Peanut Ramen Bowl,dinner,4,Toppings,2,1,Fresh coriander and/or spring onion,Fresh coriander and/or spring onion,15,bare → 1 × 15 g (spring onion),very small (~15g) — check it is not a portion,estimated,,,,"[Crispy Tofu] 1 block extra-firm tofu, pressed and grated on a box grater · [Crispy Tofu] 1 tbsp olive oil · [Crispy Tofu] 60ml (¼ cup) teriyaki sauce · [Crispy Tofu] 1 garlic clove, grated · [Miso Peanut Broth] 1 tbsp red curry paste · [Miso Peanut Broth] 1 tbsp white miso paste · [Miso Peanut Broth] 1–2 tbsp peanut butter · [Miso Peanut Broth] 2 tbsp reduced-sodium soy sauce · [Miso Peanut Broth] 1 tbsp brown sugar · [Miso Peanut Broth] 360ml (1½ cups) water + 1½ tsp bouillon (or 360ml stock) · [Miso Peanut Broth] 1 tin (400ml) full-fat coconut milk · [Miso Peanut Broth] 170g (6oz) dried ramen noodles (2 packets — use GF rice noodles) · [Toppings] Finely sliced cucumber · [Toppings] Fresh coriander and/or spring onion · [Toppings] Chilli crisp"
6958f36a-1eaa-4f25-aa98-5375ab1ff860,Miến Gà - Vietnamese Glass Noodle Chicken Soup,dinner,4,Garnish,3,0,"Spring onion greens, sliced",Spring onion greens,15,bare → 1 × 15 g (spring onion),plural name priced as 1 piece (15 g) — likely a portion,estimated,,,,"[Broth] 1kg chicken thighs, skin-on and bone-in · [Broth] 1 whole onion, peeled · [Broth] 5 spring onions, whites and greens separated · [Broth] 4 carrots, peeled · [Broth] 50g (large knob) fresh ginger, sliced and smashed · [Broth] 1 tbsp salt · [Broth] 2 tbsp chicken powder or bouillon · [Broth] 1 tbsp sugar · [Broth] 1 tsp turmeric powder · [Broth] 3 litres water · [Broth] Fish sauce, to taste (add at the end) · [Noodles] 200–300g glass vermicelli noodles, soaked in hot water 5–7 min, then drained · [Garlic Oil] ¾ bulb of garlic, cloves peeled · [Garlic Oil] 150–200ml neutral oil · [Garlic Oil] Pinch of sea salt · [Garnish] Spring onion greens, sliced · [Garnish] Fresh coriander · [Garnish] Crispy fried shallots · [Garnish] Garlic oil · [Garnish] Sliced carrots from the broth · [Garnish] Freshly cracked black pepper · [Garnish] Crispy chicken skin (optional)"
6958f36a-1eaa-4f25-aa98-5375ab1ff860,Miến Gà - Vietnamese Glass Noodle Chicken Soup,dinner,4,Garnish,3,4,Sliced carrots from the broth,Sliced carrots from the broth,60,bare → 1 × 60 g (carrot),plural name priced as 1 piece (60 g) — likely a portion,estimated,,,,"[Broth] 1kg chicken thighs, skin-on and bone-in · [Broth] 1 whole onion, peeled · [Broth] 5 spring onions, whites and greens separated · [Broth] 4 carrots, peeled · [Broth] 50g (large knob) fresh ginger, sliced and smashed · [Broth] 1 tbsp salt · [Broth] 2 tbsp chicken powder or bouillon · [Broth] 1 tbsp sugar · [Broth] 1 tsp turmeric powder · [Broth] 3 litres water · [Broth] Fish sauce, to taste (add at the end) · [Noodles] 200–300g glass vermicelli noodles, soaked in hot water 5–7 min, then drained · [Garlic Oil] ¾ bulb of garlic, cloves peeled · [Garlic Oil] 150–200ml neutral oil · [Garlic Oil] Pinch of sea salt · [Garnish] Spring onion greens, sliced · [Garnish] Fresh coriander · [Garnish] Crispy fried shallots · [Garnish] Garlic oil · [Garnish] Sliced carrots from the broth · [Garnish] Freshly cracked black pepper · [Garnish] Crispy chicken skin (optional)"
0195b252-ec38-4b8d-933e-82a3c81169d9,Phò Inspired Chicken Broth and Rice,dinner,2,Garnish,3,1,Bok choy,Bok choy,200,bare → 100 g typical (bok choy) × 2 serves,medium (~200g),estimated,,,,"[Broth] 6 star anise · [Broth] 5 cardamom pods · [Broth] 1 tsp coriander seeds · [Broth] 1 tsp cloves · [Broth] 1 cinnamon quill · [Broth] 1 white onion, roughly chopped · [Broth] 1 spring onion, roughly chopped · [Broth] 3 garlic cloves, roughly chopped · [Broth] 5 pieces fresh ginger, sliced · [Broth] 720ml (3 cups) chicken broth · [Broth] 1 tbsp fish sauce · [Broth] 1 tsp soy sauce (check GF) · [Broth] 1 bunch coriander roots · [Broth] 1 tbsp palm sugar or brown sugar · [Herb Rice] 1 tsp sesame oil · [Herb Rice] 2 garlic cloves, finely chopped · [Herb Rice] 2cm fresh ginger, grated · [Herb Rice] 2 tbsp fresh coriander, finely chopped · [Herb Rice] 2 tbsp fresh mint, finely chopped · [Herb Rice] ½ cup (90g) jasmine rice, washed · [Herb Rice] 1 slice lemon · [Herb Rice] 1 cup (240ml) water · [Miso Glazed Chicken] 1 chicken breast, cut in half · [Miso Glazed Chicken] ¼ cup (60ml) hoisin sauce (check GF) · [Miso Glazed Chicken] 1 tsp miso paste · [Miso Glazed Chicken] 1 tbsp honey · [Miso Glazed Chicken] 1 tbsp fish sauce · [Miso Glazed Chicken] 1 tsp gochujang · [Miso Glazed Chicken] Good crack of black pepper · [Garnish] 2 spring onions · [Garnish] Bok choy · [Garnish] Black sesame seeds · [Garnish] Fried shallots (check GF) · [Garnish] Fresh coriander"
0195b252-ec38-4b8d-933e-82a3c81169d9,Phò Inspired Chicken Broth and Rice,dinner,2,Garnish,3,2,Black sesame seeds,Black sesame seeds,20,bare → 10 g typical (seeds) × 2 serves,estimated default (~20g),estimated,,,,"[Broth] 6 star anise · [Broth] 5 cardamom pods · [Broth] 1 tsp coriander seeds · [Broth] 1 tsp cloves · [Broth] 1 cinnamon quill · [Broth] 1 white onion, roughly chopped · [Broth] 1 spring onion, roughly chopped · [Broth] 3 garlic cloves, roughly chopped · [Broth] 5 pieces fresh ginger, sliced · [Broth] 720ml (3 cups) chicken broth · [Broth] 1 tbsp fish sauce · [Broth] 1 tsp soy sauce (check GF) · [Broth] 1 bunch coriander roots · [Broth] 1 tbsp palm sugar or brown sugar · [Herb Rice] 1 tsp sesame oil · [Herb Rice] 2 garlic cloves, finely chopped · [Herb Rice] 2cm fresh ginger, grated · [Herb Rice] 2 tbsp fresh coriander, finely chopped · [Herb Rice] 2 tbsp fresh mint, finely chopped · [Herb Rice] ½ cup (90g) jasmine rice, washed · [Herb Rice] 1 slice lemon · [Herb Rice] 1 cup (240ml) water · [Miso Glazed Chicken] 1 chicken breast, cut in half · [Miso Glazed Chicken] ¼ cup (60ml) hoisin sauce (check GF) · [Miso Glazed Chicken] 1 tsp miso paste · [Miso Glazed Chicken] 1 tbsp honey · [Miso Glazed Chicken] 1 tbsp fish sauce · [Miso Glazed Chicken] 1 tsp gochujang · [Miso Glazed Chicken] Good crack of black pepper · [Garnish] 2 spring onions · [Garnish] Bok choy · [Garnish] Black sesame seeds · [Garnish] Fried shallots (check GF) · [Garnish] Fresh coriander"
5ca18527-5d6b-45e9-905b-4f3f19220b0a,Salmon Crispy Rice Paper Bites,dinner,3,Main,0,7,Carrot,Carrot,60,bare → 1 × 60 g (carrot),estimated default (~60g),estimated,,,,"[Main] 2 salmon fillets, cut into cubes · [Main] 6 rice paper sheets · [Main] 2 tbsp soy sauce or coconut aminos · [Main] 1 tbsp honey · [Main] 1 tbsp lime juice · [Main] 1/4 tsp garlic powder · [Main] Cucumber · [Main] Carrot · [Main] Sesame seeds · [Main] Green onions"
5ca18527-5d6b-45e9-905b-4f3f19220b0a,Salmon Crispy Rice Paper Bites,dinner,3,Main,0,8,Sesame seeds,Sesame seeds,30,bare → 10 g typical (seeds) × 3 serves,estimated default (~30g),estimated,,,,"[Main] 2 salmon fillets, cut into cubes · [Main] 6 rice paper sheets · [Main] 2 tbsp soy sauce or coconut aminos · [Main] 1 tbsp honey · [Main] 1 tbsp lime juice · [Main] 1/4 tsp garlic powder · [Main] Cucumber · [Main] Carrot · [Main] Sesame seeds · [Main] Green onions"
5ca18527-5d6b-45e9-905b-4f3f19220b0a,Salmon Crispy Rice Paper Bites,dinner,3,Main,0,9,Green onions,Green onions,15,bare → 1 × 15 g (green onion),plural name priced as 1 piece (15 g) — likely a portion,estimated,,,,"[Main] 2 salmon fillets, cut into cubes · [Main] 6 rice paper sheets · [Main] 2 tbsp soy sauce or coconut aminos · [Main] 1 tbsp honey · [Main] 1 tbsp lime juice · [Main] 1/4 tsp garlic powder · [Main] Cucumber · [Main] Carrot · [Main] Sesame seeds · [Main] Green onions"
7da7380e-f05e-4288-852e-c5d8459b7b1f,Seared Miso Tuna Crispy Rice Bowl,dinner,2,Miso Tuna,3,6,Sesame seeds to coat,Sesame seeds to coat,20,bare → 10 g typical (seeds) × 2 serves,estimated default (~20g),estimated,,,,[Crispy Rice] 250g leftover rice · [Crispy Rice] Neutral oil for frying · [Smacked Cucumber Salad] 1 cucumber · [Smacked Cucumber Salad] Handful edamame · [Smacked Cucumber Salad] Handful mangetout · [Smacked Cucumber Salad] Handful peas · [Smacked Cucumber Salad] Handful tenderstem broccoli · [Smacked Cucumber Salad] 3 spring onions · [Salad Dressing] 1 garlic clove · [Salad Dressing] Juice of 1/2 lemon · [Salad Dressing] 2 tsp rice vinegar · [Salad Dressing] 1 tbsp soy sauce · [Salad Dressing] 1 tbsp sesame oil · [Salad Dressing] 1-2 tbsp gochugaru flakes · [Salad Dressing] Pinch sugar · [Salad Dressing] Pinch MSG · [Salad Dressing] 3 tbsp sesame seeds · [Miso Tuna] 2 tuna steaks · [Miso Tuna] 1 tbsp white miso · [Miso Tuna] 1 tbsp sesame oil · [Miso Tuna] 1 tbsp rice wine vinegar · [Miso Tuna] Pinch sugar · [Miso Tuna] 1 tsp soy sauce · [Miso Tuna] Sesame seeds to coat
7dfcf1c8-0004-4c41-8619-78548b909e80,Smoky Caramelised Red Pepper Orzo,dinner,2,Optional Garlic Prawns,1,2,Olive oil,Olive oil,28,bare → 14 g typical (olive oil) × 2 serves,estimated default (~28g),estimated,,,,"[Main] 1 red pepper, sliced into strips · [Main] 1 large banana shallot, finely sliced · [Main] 2 garlic cloves, minced · [Main] 1 tsp honey · [Main] 1 heaped tsp sweet smoked paprika · [Main] 200g cherry tomatoes, whole · [Main] 1 chicken stock cube · [Main] 1 tbsp sundried tomato purée · [Main] 150g orzo · [Main] Fresh chives · [Main] Lemon · [Optional Garlic Prawns] 200g raw prawns · [Optional Garlic Prawns] 1 tsp garlic granules · [Optional Garlic Prawns] Olive oil · [Optional Garlic Prawns] Salt, pepper and lemon · [To Serve] Feta · [To Serve] More chives"
7dfcf1c8-0004-4c41-8619-78548b909e80,Smoky Caramelised Red Pepper Orzo,dinner,2,To Serve,2,0,Feta,Feta,60,bare → 30 g typical (feta) × 2 serves,estimated default (~60g),estimated,,,,"[Main] 1 red pepper, sliced into strips · [Main] 1 large banana shallot, finely sliced · [Main] 2 garlic cloves, minced · [Main] 1 tsp honey · [Main] 1 heaped tsp sweet smoked paprika · [Main] 200g cherry tomatoes, whole · [Main] 1 chicken stock cube · [Main] 1 tbsp sundried tomato purée · [Main] 150g orzo · [Main] Fresh chives · [Main] Lemon · [Optional Garlic Prawns] 200g raw prawns · [Optional Garlic Prawns] 1 tsp garlic granules · [Optional Garlic Prawns] Olive oil · [Optional Garlic Prawns] Salt, pepper and lemon · [To Serve] Feta · [To Serve] More chives"
ef770070-6513-47a5-8a8d-3b145c1b72c5,Smoky Chicken Tacos with Roasted Corn Salsa,dinner,4,To Serve,2,1,shredded cheese,shredded cheese,160,bare → 40 g typical (cheese) × 4 serves,medium (~160g),estimated,,,,"[Chicken] 1.5 lbs boneless skinless chicken thighs · [Chicken] 1 tbsp olive oil · [Chicken] juice of 1 large lime · [Chicken] 2 tsp smoked paprika · [Chicken] ½ tsp cayenne · [Chicken] 2 tsp chipotle powder · [Chicken] ½ tsp cumin · [Chicken] 2 tsp garlic powder · [Chicken] salt & pepper · [Roasted Corn Salsa] 2 cups roasted corn (canned works too) · [Roasted Corn Salsa] 1 diced avocado · [Roasted Corn Salsa] large handful chopped cilantro · [Roasted Corn Salsa] juice of 1 large lime · [Roasted Corn Salsa] ¼ cup finely diced red onion · [Roasted Corn Salsa] salt to taste · [To Serve] low-carb tortillas · [To Serve] shredded cheese · [To Serve] jalapeños, avocado, hot sauce, lime"
ef770070-6513-47a5-8a8d-3b145c1b72c5,Smoky Chicken Tacos with Roasted Corn Salsa,dinner,4,To Serve,2,2,"jalapeños, avocado, hot sauce, lime",jalapeños,15,bare → 1 × 15 g (jalapeño),plural name priced as 1 piece (15 g) — likely a portion,estimated,,,,"[Chicken] 1.5 lbs boneless skinless chicken thighs · [Chicken] 1 tbsp olive oil · [Chicken] juice of 1 large lime · [Chicken] 2 tsp smoked paprika · [Chicken] ½ tsp cayenne · [Chicken] 2 tsp chipotle powder · [Chicken] ½ tsp cumin · [Chicken] 2 tsp garlic powder · [Chicken] salt & pepper · [Roasted Corn Salsa] 2 cups roasted corn (canned works too) · [Roasted Corn Salsa] 1 diced avocado · [Roasted Corn Salsa] large handful chopped cilantro · [Roasted Corn Salsa] juice of 1 large lime · [Roasted Corn Salsa] ¼ cup finely diced red onion · [Roasted Corn Salsa] salt to taste · [To Serve] low-carb tortillas · [To Serve] shredded cheese · [To Serve] jalapeños, avocado, hot sauce, lime"
2c7544ed-7a25-4bbf-9cfb-43998f7d0377,"Sticky Chicken, Gochujang & Coconut Broth on Sticky Rice",dinner,2,Garnish,2,0,"bok choy, sliced lengthways",bok choy,200,bare → 100 g typical (bok choy) × 2 serves,medium (~200g),estimated,,,,"[Broth] 1 red onion · [Broth] 2 cloves garlic · [Broth] 20g ginger · [Broth] 2 tbsp gochujang · [Broth] 1.5 tbsp honey · [Broth] 500ml stock · [Broth] 1 tin coconut milk · [Broth] 2 tsp fish sauce · [Chicken] 2 chicken breasts · [Chicken] 2 tbsp soy sauce · [Chicken] 2 tbsp honey · [Chicken] 1 tsp chilli crunch oil · [Garnish] bok choy, sliced lengthways · [Garnish] spring onion, finely sliced · [Garnish] crispy onions · [Garnish] chilli oil · [Garnish] lime · [Garnish] sesame seeds · [Garnish] sticky rice (to serve)"
